"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","characteristics_ch1.2","molecule_ch1","extract_protocol_ch1","label_ch1","label_protocol_ch1","taxid_ch1","hyb_protocol","scan_protocol","data_processing","data_processing.1","platform_id","contact_name","contact_email","contact_department","contact_institute","contact_address","contact_city","contact_state","contact_zip/postal_code","contact_country","supplementary_file","data_row_count","relation","subgroup:ch1","subtype:ch1","tissue:ch1"
"GSM2261898","MB_SubtypeStudy_55361","GSM2261898","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: Group4","subtype: Group4_gamma","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2261nnn/GSM2261898/suppl/GSM2261898_HTHuGene11_072511K_MT326_MB-1121.CEL.gz","21641","Reanalyzed by: GSE124814","Group4","Group4_gamma","medulloblastoma"
"GSM2261899","MB_SubtypeStudy_55362","GSM2261899","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: Group4","subtype: Group4_beta","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2261nnn/GSM2261899/suppl/GSM2261899_HTHuGene11_112811K_MT536_MB-1122.CEL.gz","21641","Reanalyzed by: GSE124814","Group4","Group4_beta","medulloblastoma"
"GSM2261900","MB_SubtypeStudy_55363","GSM2261900","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: Group3","subtype: Group3_beta","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2261nnn/GSM2261900/suppl/GSM2261900_HTHuGene11_112811K_MT537_MB-1124.CEL.gz","21641","Reanalyzed by: GSE124814","Group3","Group3_beta","medulloblastoma"
"GSM2261901","MB_SubtypeStudy_55364","GSM2261901","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: Group4","subtype: Group4_alpha","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2261nnn/GSM2261901/suppl/GSM2261901_HTHuGene11_070711K_MT268_MB-1125.CEL.gz","21641","Reanalyzed by: GSE124814","Group4","Group4_alpha","medulloblastoma"
"GSM2261902","MB_SubtypeStudy_55365","GSM2261902","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: Group4","subtype: Group4_alpha","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2261nnn/GSM2261902/suppl/GSM2261902_HTHuGene11_092911K_MT404_MB-1126.CEL.gz","21641","Reanalyzed by: GSE124814","Group4","Group4_alpha","medulloblastoma"
"GSM2261903","MB_SubtypeStudy_55366","GSM2261903","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: Group4","subtype: Group4_gamma","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2261nnn/GSM2261903/suppl/GSM2261903_HTHuGene11_072511K_MT324_MB-1128.CEL.gz","21641","Reanalyzed by: GSE124814","Group4","Group4_gamma","medulloblastoma"
"GSM2261904","MB_SubtypeStudy_55367","GSM2261904","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: Group4","subtype: Group4_beta","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2261nnn/GSM2261904/suppl/GSM2261904_HTHuGene11_031811K_MT118_1129.CEL.gz","21641","Reanalyzed by: GSE124814","Group4","Group4_beta","medulloblastoma"
"GSM2261905","MB_SubtypeStudy_55368","GSM2261905","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: WNT","subtype: WNT_alpha","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2261nnn/GSM2261905/suppl/GSM2261905_HTHuGene11_102912W_MT135_1130.CEL.gz","21641","Reanalyzed by: GSE124814","WNT","WNT_alpha","medulloblastoma"
"GSM2261906","MB_SubtypeStudy_55369","GSM2261906","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: Group4","subtype: Group4_gamma","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2261nnn/GSM2261906/suppl/GSM2261906_HTHuGene11_092911K_MT406_MB-1131.CEL.gz","21641","Reanalyzed by: GSE124814","Group4","Group4_gamma","medulloblastoma"
"GSM2261907","MB_SubtypeStudy_55370","GSM2261907","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: SHH","subtype: SHH_alpha","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2261nnn/GSM2261907/suppl/GSM2261907_HTHuGene11_031811K_MT119_1133.CEL.gz","21641","Reanalyzed by: GSE124814","SHH","SHH_alpha","medulloblastoma"
"GSM2261908","MB_SubtypeStudy_55371","GSM2261908","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: Group4","subtype: Group4_gamma","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2261nnn/GSM2261908/suppl/GSM2261908_HTHuGene11_080211K_MT359_MB-1134.CEL.gz","21641","Reanalyzed by: GSE124814","Group4","Group4_gamma","medulloblastoma"
"GSM2261909","MB_SubtypeStudy_55372","GSM2261909","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: Group4","subtype: Group4_gamma","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2261nnn/GSM2261909/suppl/GSM2261909_HTHuGene11_070711K_MT282_MB-1135.CEL.gz","21641","Reanalyzed by: GSE124814","Group4","Group4_gamma","medulloblastoma"
"GSM2261910","MB_SubtypeStudy_55373","GSM2261910","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: Group4","subtype: Group4_gamma","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2261nnn/GSM2261910/suppl/GSM2261910_HTHuGene11_092911K_MT407_MB-1136.CEL.gz","21641","Reanalyzed by: GSE124814","Group4","Group4_gamma","medulloblastoma"
"GSM2261911","MB_SubtypeStudy_55374","GSM2261911","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: SHH","subtype: SHH_gamma","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2261nnn/GSM2261911/suppl/GSM2261911_HTHuGene11_031811K_MT120_1137.CEL.gz","21641","Reanalyzed by: GSE124814","SHH","SHH_gamma","medulloblastoma"
"GSM2261912","MB_SubtypeStudy_55375","GSM2261912","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: Group4","subtype: Group4_gamma","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2261nnn/GSM2261912/suppl/GSM2261912_HTHuGene11_092911K_MT408_MB-1138.CEL.gz","21641","Reanalyzed by: GSE124814","Group4","Group4_gamma","medulloblastoma"
"GSM2261913","MB_SubtypeStudy_55376","GSM2261913","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: Group4","subtype: Group4_gamma","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2261nnn/GSM2261913/suppl/GSM2261913_HTHuGene11_092611K_MT369_MB-1141.CEL.gz","21641","Reanalyzed by: GSE124814","Group4","Group4_gamma","medulloblastoma"
